talk_page_id	talk_revision_id	talk_page_title	article_page_id	article_revision_id	rating	is_training
298987	752141739	Signal_transduction	28857	755334711	Top	1
299795	707211371	Snooker	27378	765747750	Top	1
303442	746492426	Internet_Protocol	15323	768113737	Top	1
304764	728131072	Spanish_Empire	303062	768227839	Top	1
308240	685579223	Zeroth_law_of_thermodynamics	262861	768869546	Top	1
309658	722926416	Isma'ilism	172701	768721997	Top	1
312313	750599607	Analytic_philosophy	159211	764339068	Top	0
314024	764989322	Symbiosis	39626	768587566	Top	1
314322	717538102	Māori_culture	162883	768268680	Top	1
315236	760449994	Polyester	3508478	768296399	Top	0
318323	756126550	Electoral_system_of_Australia	318313	765770658	Top	1
320494	746544297	Organic_chemistry	22208	768547547	Top	1
323299	717817427	Lipid_bilayer	158011	747451653	Top	0
324823	693100197	Management_information_system	237494	764590885	Top	1
324948	496652301	Pierre_Savorgnan_de_Brazza	324682	764566895	Top	1
327866	755118781	Dov_Ber_of_Mezeritch	173229	768755199	Top	1
330762	685702011	Zohar	34471	768735068	Top	0
332179	609327955	Tiraspol	99484	768808161	Top	1
333736	759871346	Mukden_Incident	322123	760875560	Top	1
334191	590357547	Ballets_Russes	4802982	767492957	Top	1
336114	754791282	World_Chess_Championship	166667	768562730	Top	1
336751	765892657	Gout	55584	768956557	Top	1
337580	679641391	Municipalities_of_Brazil	214437	766213803	Top	1
340804	764581899	U2	52780	768436721	Top	1
341047	750197851	Green_algae	341046	763716664	Top	0
341526	412181542	Expendable_launch_system	49026	768386771	Top	1
342670	764293797	Optics	22483	766061826	Top	1
344637	749542055	List_of_inventors	75977	765954918	Top	1
347030	743040769	Albanian_National_Awakening	291388	750324276	Top	1
347380	506148725	Jewish_Renewal	263185	768177362	Top	1
351869	762217326	Innovation	118450	765292160	Top	1
353139	698150009	CMOS	49420	763786864	Top	0
358802	710974544	Hymenoptera	13974	760349484	Top	1
362838	752966525	Antiseptic	65555	765179913	Top	1
364343	733412793	Jesus_in_Christianity	364322	768757560	Top	1
364376	745391799	Atlanta_metropolitan_area	18950419	764994373	Top	0
364605	768333840	Wahhabism	159040	768808968	Top	1
365637	615527925	History_of_Iraq	14664	768919365	Top	1
370660	746572854	Bat_Out_of_Hell	370650	768567466	Top	1
371024	756113395	Elections_in_New_Zealand	370181	767729725	Top	1
371397	749579733	Cardiff	5882	767641924	Top	1
372179	742345946	Phylogenetic_tree	149326	761728432	Top	1
378326	747799036	Odysseus	22537	767110290	Top	1
382157	767564119	Phytoplankton	50557	766957821	Top	0
383099	696201460	Estonian_language	10223	768100619	Top	1
391315	754192284	New_Zealand_state_highway_network	310318	761306864	Top	1
393933	615765124	Computational_chemistry	6019	748819293	Top	0
394503	707184479	Electric_charge	9804	764149929	Top	0
397543	765846586	Travel	155747	764898210	Top	0
400840	768650418	Contract	19280537	768733780	Top	1
404585	755389662	Left–right_politics	356041	768800725	Top	1
404984	738292681	Ecclesiastes	9910	762122194	Top	1
407217	528147644	Off-road_transport	407216	684295180	Top	1
407304	744809940	Southern_California	62520	767915591	Top	0
408549	688678069	Outline_of_spirituality	405816	753271397	Top	1
412316	684485354	Stagecraft	324276	767879650	Top	0
418062	751648719	Tsar_Bomba	92214	768761419	Top	1
419035	709339993	Salah	40331813	768810843	Top	1
419123	759111326	Genotype	12796	768430868	Top	1
422655	513061262	Dick_Tiger	342077	750148989	Top	0
422946	703300533	Physical_chemistry	23635	760144039	Top	1
428292	488770766	Medieval_architecture	232479	768008911	Top	1
431673	671382110	Mountaineering	20341	767250628	Top	1
435057	728438743	Russian_literature	106409	765558925	Top	1
435817	734188349	History_of_Mongolia	23384299	767672441	Top	1
437376	762195621	Business	39206	768693878	Top	1
438250	682602003	States_of_Nigeria	226734	766931586	Top	0
448561	759333532	Georgian_scripts	448560	768577758	Top	1
453382	745894145	Azerbaijani_language	192825	768947736	Top	1
454924	704315819	Latter_Day_Saint_movement	420883	768977124	Top	1
455850	733894384	Chef	279684	768308452	Top	1
458917	748211027	Hard_disk_drive	13777	768869646	Top	1
460107	545852195	State_highways_in_California	459275	737160801	Top	1
466366	749629031	Chief_executive_officer	52234	768378643	Top	1
466680	573440409	Greater_London_Council	61268	745677366	Top	1
469883	619647962	Imperative_programming	197847	760492701	Top	1
469930	664761538	SM-65_Atlas	101396	768106459	Top	1
471111	693417577	Ballet	49733	768257875	Top	1
475660	658287519	Lemur	477917	764060134	Top	1
476718	674823040	Twelver	18369071	765873803	Top	1
481550	767877430	Encryption	10294	768289834	Top	1
484749	686898576	Block_cipher_mode_of_operation	160202	758793932	Top	1
486401	755438012	Eckankar	380782	763798552	Top	1
488295	760692702	Gorilla	12546	767654078	Top	1
490847	768676262	Human_brain	490620	768908953	Top	1
492493	711385956	List_of_official_languages_by_country_and_territory	320521	767749494	Top	1
497314	762333257	Baboon	20913273	764724381	Top	1
497469	751347261	Cinema_of_India	402402	768790616	Top	1
498425	696450967	Geography_of_Africa	1854	767722279	Top	1
499318	744274398	Anhui	105059	768040748	Top	1
501275	756080319	Referee_(association_football)	501260	766768008	Top	1
501495	625180682	Jiangsu	166412	768040431	Top	1
505790	728158240	Syriac_Orthodox_Church	219283	768829367	Top	1
506730	670691522	Music_of_Korea	313401	767909262	Top	1
506762	744907931	Armenian_Apostolic_Church	229447	765944890	Top	0
511144	765894273	Sufism	28246	768849691	Top	1
511483	757727640	Flag_of_Brazil	286546	766398826	Top	1
513662	759875865	Diabetes_mellitus_type_2	154502	768947242	Top	1
514877	684295277	Mount_Whitney	238615	768849938	Top	1
518233	635995408	Icelandic_language	19999853	766003925	Top	1
523010	753984797	Sausage	78056	766918014	Top	1
525801	767559498	Lithuanian_language	77242	756733100	Top	1
526295	728251466	Vladimir_Vysotsky	411161	768126613	Top	1
529408	731486031	Vehicle_identification_number	166136	767250368	Top	1
532748	718581377	Buddhist_texts	530921	755939569	Top	1
536292	727269862	Madhhab	271980	768668525	Top	0
536418	707478506	Flamingo	165927	768592916	Top	1
540334	760182699	University_of_California	31921	767759480	Top	1
540785	763698811	Titan_(moon)	47402	768505597	Top	1
543574	521403896	I_Never_Loved_a_Man_the_Way_I_Love_You	197089	766955133	Top	0
545395	759010125	Enter_the_Wu-Tang_(36_Chambers)	194557	768906000	Top	1
546976	704878944	Paul's_Boutique	197569	765541956	Top	0
548066	710764162	Vande_Mataram	231519	768735661	Top	1
548984	502405727	Recording_studio	234751	765843901	Top	1
549238	700651979	Mount_Etna	169351	768975159	Top	1
550309	768091080	The_Dark_Side_of_the_Moon	42634	768837244	Top	0
550328	687520130	Wish_You_Were_Here_(Pink_Floyd_album)	203503	761934467	Top	1
550864	642355776	Blood_on_the_Tracks	3374	760437935	Top	1
550865	747769012	Blonde_on_Blonde	200020	758639550	Top	1
551017	755193553	London_Calling	161277	767556266	Top	1
551043	720012857	Superfly_(soundtrack)	195782	767569186	Top	1
551153	722236686	The_Doors_(album)	29818	768724091	Top	1
551169	712581154	Hotel_California_(Eagles_album)	189003	763401812	Top	0
551420	707361029	Windows_Server_2003	208068	762282201	Top	1
551849	763920255	Rumours_(album)	179293	768826247	Top	1
552043	707116132	Led_Zeppelin_II	50239	767156635	Top	0
552161	741809644	Life_After_Death	195803	768725927	Top	0
552247	756051186	Ramones_(album)	194896	756177700	Top	0
554375	753968007	Deep_Purple	45848	768445066	Top	1
555752	492925087	Ijma	165910	725078058	Top	1
560756	664883410	Jurassic	15655	767085696	Top	1
561768	748772058	Andrea_Palladio	539296	768280647	Top	0
562727	626024994	Hero_City	549281	746787843	Top	1
566861	751237108	Chromosome	6438	768419605	Top	0
569676	758762887	List_of_Captains_Regent_of_San_Marino	213019	766993202	Top	0
574575	718979543	French_literature	172553	764309126	Top	1
579263	759238836	Alternative_rock	167409	768805116	Top	1
581539	753702639	Tamil_Nadu	29918	768379570	Top	1
584202	716050809	Schools_of_Buddhism	571649	761845182	Top	1
586117	734731095	Christ_(title)	5185	766869911	Top	1
590388	615482562	The_Count_of_Monte_Cristo	82163	767233109	Top	1
592681	732912268	Squash_(sport)	52653	767011822	Top	1
594701	690313977	Melanesia	83393	747519891	Top	1
594977	705799415	Mithra	293159	765765295	Top	1
595628	747370402	Mount_Fuji	46496	768665224	Top	0
596715	723115451	Brunch	52906	768972472	Top	1
596800	754950633	Homicide	123451	767568808	Top	1
606308	702988429	State_of_nature	278263	767410202	Top	1
609621	767328281	Denali	207247	767322535	Top	1
611245	704428865	Mount_Elbrus	230484	765674098	Top	0
611324	728101909	Mount_Shasta	76241	767809727	Top	0
613096	750134048	Celtic_rock	1290390	750134047	Top	1
615600	758493954	Marquee_Moon	394310	768735372	Top	1
616405	738944513	Magazine	21001	768623135	Top	1
624601	764244787	Bodhisattva	3968	764244680	Top	0
626241	733577218	Red_Army	25682	764854498	Top	1
629013	766119993	Sitcom	20913980	767700668	Top	1
630942	707338530	Dhaulagiri	355595	768056259	Top	1
631027	639708995	Lhotse	234548	766675160	Top	1
631052	705799913	Makalu	295084	767402633	Top	1
631075	717823819	Manaslu	356097	767717844	Top	0
631452	706912107	Pole_position	630713	768610929	Top	0
632206	628804852	Concurrency_control	217356	768018416	Top	1
636397	693559194	Christian_music	536811	767780662	Top	1
639109	768915482	India	14533	768853931	Top	0
639468	716016363	Kanem–Bornu_Empire	17270	766832973	Top	1
639879	690352026	Vinson_Massif	220775	758365876	Top	0
650546	742589569	Aoraki_/_Mount_Cook	20212	767435379	Top	1
652452	766127815	Credit_card	17182301	768869726	Top	1
654043	756612869	Prime_Minister_of_India	24452	768073987	Top	1
657238	725711909	Router_(computing)	25748	768943863	Top	1
659203	717791791	One_Hundred_Years_of_Solitude	654705	768825782	Top	0
662657	744185056	Evolutionary_biology	418101	766668103	Top	1
669871	763741752	Soviet_Air_Forces	229933	768729350	Top	1
672703	762652995	History_of_North_America	51370	766751245	Top	0
675015	720147826	Gujarat	53707	768847284	Top	1
679388	763270762	Book	3778	764454364	Top	1
682657	655456744	Diet_drink	581712	765480626	Top	1
684442	734073447	Mikoyan-Gurevich_MiG-15	182690	764963168	Top	1
689729	727251218	Macroeconomics	18820	765986055	Top	1
690625	717849861	Pico_de_Orizaba	566102	764730925	Top	1
690656	726015347	Popocatépetl	90307	766986509	Top	1
710954	704211714	Sacramento–San_Joaquin_River_Delta	703561	765623458	Top	0
711520	691055194	List_of_institutions_of_higher_education_in_Russia	693754	766549287	Top	1
714333	751495668	Churches_of_Christ	384218	766673072	Top	0
716559	687560325	Confusion_and_diffusion	537555	767062390	Top	1
722852	707320030	Roscosmos_State_Corporation	406573	762888658	Top	1
730631	759146773	Soyuz_(spacecraft)	178182	767832141	Top	1
739560	514889967	USSR_State_Prize	442153	763753613	Top	1
741928	684806208	Sunnah	28841	768809236	Top	1
743088	571793997	Pre-Socratic_philosophy	30340	768092019	Top	1
748631	767799538	Hypertension	77432	768943361	Top	1
752644	752677185	Federal_subjects_of_Russia	701438	766908293	Top	1
752880	767411447	Gravitational_wave	8111079	768682956	Top	1
760595	762092693	Noh	449544	767336510	Top	1
760959	619121794	Baldr	4060	767423224	Top	1
770336	756393029	Emmy_Award	151921	767650716	Top	0
775168	514806617	Ballet_technique	775161	750086601	Top	1
790938	746232413	Legislature	44421	765688283	Top	0
796840	740894749	Paleolithic	22860	767855583	Top	1
799169	748854825	She_Loves_You	681264	767121736	Top	1
802785	750056000	Aga_Khan	351214	760487973	Top	0
816330	617259670	Numidia	75459	768663065	Top	0
817164	754081617	Demographics_of_Egypt	9349	768969315	Top	1
822066	730842435	Qiyas	822045	763234293	Top	1
825136	730113419	McLaren	20994	768669969	Top	1
832340	751266974	Hotel	14276	768586182	Top	0
839499	765337893	Medes	103030	763958946	Top	1
844585	485000346	Soviet_Navy	843051	762447772	Top	0
848801	756252636	Dominican_Order	8973	768428004	Top	1
849253	682034600	Babylonia	46883	764684223	Top	1
849336	702581259	Drill_bit	452219	768224397	Top	1
855962	703856251	Bahia	199070	767415865	Top	1
859348	678358423	Vostok_1	32363	764070534	Top	0
860647	767204730	Bivalvia	202240	768576000	Top	0
863594	675335494	Madison_Avenue	163219	764700462	Top	0
872211	664144277	Heimdallr	13655	766915942	Top	1
878368	757321695	Rajasthan	26291	768890224	Top	1
880934	741319781	Sumo	51814	767759461	Top	1
881692	767750968	Cebuano_language	352307	767752881	Top	0
891214	763984258	Finnegans_Wake	79578	768892899	Top	0
893839	623927731	The_Score_(Fugees_album)	893825	768239103	Top	0
894172	768780950	Peel_Commission	887934	768782575	Top	0
902440	640831298	Regions_of_Mauritania	690348	754860729	Top	1
903777	747799931	Yoruba_people	19996678	768375942	Top	0
904744	630732125	Kingdom_of_Mutapa	343131	767241653	Top	1
909169	738521156	Highway	48519	765403316	Top	1
913466	736347419	Winter_Olympic_Games	34069	768688327	Top	1
915341	679105646	Partnership	222783	763982491	Top	0
926006	738928172	Cinema_of_the_Soviet_Union	10786	768274602	Top	1
