talk_page_id	talk_revision_id	talk_page_title	talk_is_archive	art_page_id	art_revision_id	art_is_redirect	importance_rating
8737330	754104831	George_Connor_(American_football)	0	29721203	771654887	0	Top
5717541	753114648	Jimmy_Conzelman	0	4428742	778075213	0	Top
5831671	761851112	Don_Coryell	0	3560294	778057966	0	Top
6473828	721465276	Lou_Creekmur	0	2379396	731836140	0	Top
6469144	679621993	Larry_Csonka	0	275966	776876984	0	Top
11651458	536288996	Curley_Culp	0	5897845	765347841	0	Top
449884	770864747	Dallas_Cowboys	0	8121	776712531	0	Top
2328217	745764955	Al_Davis	0	330174	778421215	0	Top
3725666	732769729	Willie_Davis_(defensive_end)	0	2825286	768819203	0	Top
6388022	662986312	Dermontti_Dawson	0	928569	775238552	0	Top
6471072	727435271	Len_Dawson	0	614220	778019376	0	Top
9847516	734021895	Fred_Dean	0	426201	771520026	0	Top
6448458	727954213	Joe_DeLamielleure	0	1427337	775726239	0	Top
6555741	712958945	Richard_Dent	0	1182402	773493699	0	Top
338676	771784459	Denver_Broncos	0	8122	778439155	0	Top
1501221	775396639	Detroit_Lions	0	8577	776459345	0	Top
6315631	743880150	Eric_Dickerson	0	1326403	777538329	0	Top
3797102	746030424	Dan_Dierdorf	0	1239965	774841313	0	Top
3635075	746897317	Mike_Ditka	0	297288	777021246	0	Top
6357436	673576134	Chris_Doleman	0	1311957	760298813	0	Top
6315764	717709469	Art_Donovan	0	1326431	771653969	0	Top
2114014	757868181	Tony_Dorsett	0	327911	777539218	0	Top
8754086	777372666	Paddy_Driscoll	0	4899605	778082792	0	Top
6322866	669290726	Bill_Dudley	0	1584618	771111561	0	Top
14611551	733641273	Jug_Earp	0	10691925	710894501	0	Top
9149142	645261700	Turk_Edwards	0	4428864	763125701	0	Top
6349970	749609022	Carl_Eller	0	664635	764974142	0	Top
1234712	776991508	John_Elway	0	308121	777198391	0	Top
8016534	692719714	Weeb_Ewbank	0	420030	769452423	0	Top
6288219	662607483	Alan_Faneca	0	1438046	774205870	0	Top
2738210	757324916	Marshall_Faulk	0	635375	778255944	0	Top
1344789	777309660	Brett_Favre	0	4920175	778510734	0	Top
9147345	624660623	Tom_Fears	0	3891869	767437025	0	Top
10887423	736690361	Jim_Finks	0	272951	764518769	0	Top
32138894	727461212	Dick_Flaherty	0	29769345	777081232	0	Top
9136195	746901640	Ray_Flaherty	0	4481721	776693773	0	Top
10560458	777383392	Len_Ford	0	1347029	778504610	0	Top
8283466	775438507	Dan_Fortmann	0	1756675	778457180	0	Top
6377305	513954849	Dan_Fouts	0	905830	774841323	0	Top
6740028	775762581	Benny_Friedman	0	1569265	778048403	0	Top
3412760	765655890	Mark_Gastineau	0	1140171	766783924	0	Top
6299713	744550232	Antonio_Gates	0	1231509	777327740	0	Top
3233128	663141118	Frank_Gatski	0	3228287	777383497	0	Top
5411563	732011720	Bill_George_(linebacker)	0	1756701	770497629	0	Top
2060381	776807997	Joe_Gibbs	0	490927	778543229	0	Top
6412271	736788940	Frank_Gifford	0	445861	775621617	0	Top
3971343	735940253	Sid_Gillman	0	165323	778381750	0	Top
29562587	725465664	Mack_Gladden	0	29432616	726208125	0	Top
1881421	732406016	Malcolm_Glazer	0	1070779	778238997	0	Top
6686769	767667959	Tony_Gonzalez	0	1225381	777023597	0	Top
6338392	768243412	Roger_Goodell	0	6299440	776721070	0	Top
2208797	747485342	Otto_Graham	0	407078	778082701	0	Top
1371315	739349022	Red_Grange	0	605386	778103174	0	Top
6348610	748599420	Bud_Grant	0	272581	777383754	0	Top
712236	772031094	Green_Bay_Packers	0	12663	777372555	0	Top
6285813	753421578	Darrell_Green	0	407613	773327984	0	Top
2617990	777072562	Joe_Greene_(American_football)	0	1330654	777617979	0	Top
6465660	752266889	Kevin_Greene	0	2446514	775299577	0	Top
5831770	759870820	Forrest_Gregg	0	1494044	778060898	0	Top
2530270	747876004	Bob_Griese	0	399875	777211279	0	Top
6573273	674645904	Russ_Grimm	0	3780699	775305773	0	Top
10521925	662906242	Lou_Groza	0	1490108	777383922	0	Top
6544873	729559917	Ray_Guy	0	1098181	777890157	0	Top
9219985	776808974	Joe_Guyon	0	4482670	776808971	0	Top
6362846	757787921	George_Halas	0	634863	775293608	0	Top
6435140	673498753	Jack_Ham	0	1465593	775746117	0	Top
6377356	730898511	Dan_Hampton	0	5674636	776712754	0	Top
6357655	675895578	Chris_Hanburger	0	4339018	775717343	0	Top
6451182	674480714	John_Hannah_(American_football)	0	1465763	777049420	0	Top
1089503	758236810	Franco_Harris	0	592763	777676125	0	Top
3317935	749014140	Marvin_Harrison	0	1125514	772057343	0	Top
4016223	761093304	Bob_Hayes	0	68423	769235153	0	Top
6496780	663740681	Mike_Haynes_(cornerback)	0	1465775	775302659	0	Top
1756747	754395424	Ed_Healey	0	1756733	757191386	0	Top
7865478	759872750	Mel_Hein	0	1802713	775318039	0	Top
5753652	684448471	Ted_Hendricks	0	1292050	775733292	0	Top
9132360	746900360	Pete_Henry	0	4483756	775295693	0	Top
10594050	624660801	Arnie_Herber	0	1781809	766194079	0	Top
10594401	725354331	Bill_Hewitt_(American_football)	0	4334210	774465137	0	Top
6682767	671517866	Gene_Hickerson	0	4438654	768804196	0	Top
9879970	720907021	Clarke_Hinkle	0	1785577	776697358	0	Top
4483998	766675731	Elroy_Hirsch	0	445854	774338230	0	Top
25850963	773645810	History_of_the_National_Football_League	0	19333610	778104926	0	Top
6613663	761197452	Torry_Holt	0	494560	774469606	0	Top
771041	746900111	Paul_Hornung	0	423762	777018621	0	Top
9525881	773963087	Houston_Texans	0	13864	778420032	0	Top
6375899	495815893	Ken_Houston	0	2662208	775081992	0	Top
6362805	753622528	Cal_Hubbard	0	957315	765059205	0	Top
5082825	699101024	Sam_Huff	0	1467618	757511847	0	Top
769589	691546511	Lamar_Hunt	0	330264	775728195	0	Top
6629750	734236178	Steve_Hutchinson_(American_football)	0	3544993	767931029	0	Top
7476738	749892635	Don_Hutson	0	760201	777364755	0	Top
1110311	699255346	Indianapolis_Colts	0	15049	777756579	0	Top
2738199	731233060	Michael_Irvin	0	449874	775302290	0	Top
6558866	707339256	Rickey_Jackson	0	2396629	777003133	0	Top
2174950	730892848	Jacksonville_Jaguars	0	16156	778255258	0	Top
6021442	744058254	Andre_Johnson	0	1809086	777755408	0	Top
2764509	776716839	Jimmy_Johnson_(American_football_coach)	0	327892	778382119	0	Top
6372727	776011971	Jimmy_Johnson_(cornerback)	0	1752304	776696341	0	Top
6776463	754844785	John_Henry_Johnson	0	2499067	777059665	0	Top
6355024	680176720	Charlie_Joiner	0	1173884	750637265	0	Top
3384138	753773908	Deacon_Jones	0	774364	771936573	0	Top
6627069	674313891	Stan_Jones_(American_football)	0	3769020	755401317	0	Top
9150380	734236572	Walter_Jones_(American_football)	0	2216960	762012068	0	Top
8942367	737763468	Henry_Jordan	0	4243215	767420659	0	Top
1160926	758384581	Sonny_Jurgensen	0	854680	777707483	0	Top
2174955	760147668	Kansas_City_Chiefs	0	20297793	777668388	0	Top
2738183	776677690	Jim_Kelly	0	288178	778406755	0	Top
6471643	758713913	Leroy_Kelly	0	2057861	761899787	0	Top
6373977	674310128	Cortez_Kennedy	0	1403645	752429337	0	Top
9150361	676453104	Walt_Kiesling	0	2499091	777147112	0	Top
9812970	721492623	Bruiser_Kinard	0	3718438	763948779	0	Top
10965893	707000091	Paul_Krause	0	38204135	776721349	0	Top
10889105	729126636	Curly_Lambeau	0	149579	772328996	0	Top
6473781	730832669	Jack_Lambert_(American_football)	0	1413127	778403054	0	Top
4507220	743881848	Tom_Landry	0	190024	777316744	0	Top
6314297	742203242	Night_Train_Lane	0	1502656	775313267	0	Top
6446997	585946974	Jim_Langer	0	3555829	776679320	0	Top
4022194	601238244	Willie_Lanier	0	1467965	775734364	0	Top
6630347	765866362	Steve_Largent	0	339827	769806373	0	Top
1574446	748762007	Yale_Lary	0	1530720	735474249	0	Top
6379892	777385887	Dante_Lavelli	0	2057912	777385882	0	Top
4507218	747911487	Bobby_Layne	0	1465755	775183056	0	Top
6388799	723876278	Dick_LeBeau	0	1515505	769714050	0	Top
11225282	699575009	Tuffy_Leemans	0	2833251	761910097	0	Top
5773519	763686370	Marv_Levy	0	1217316	778080893	0	Top
2415043	752753916	Ray_Lewis	0	449982	778255624	0	Top
4825104	759875307	Bob_Lilly	0	190029	774529396	0	Top
2276179	727536030	List_of_NFL_champions_(1920–69)	0	2265746	777030317	0	Top
8856621	720647206	List_of_Pro_Football_Hall_of_Fame_inductees	0	8802088	777150453	0	Top
2698629	757864414	Floyd_Little	0	329594	778061445	0	Top
6469293	722821861	Larry_Little	0	1500453	776366754	0	Top
6437846	761917375	James_Lofton	0	1316633	772570016	0	Top
2007554	736899628	Vince_Lombardi	0	32641	777171346	0	Top
6431256	683225668	Howie_Long	0	1219647	775456133	0	Top
2174980	776781771	Los_Angeles_Chargers	0	27170	778407732	0	Top
1979924	768501512	Los_Angeles_Rams	0	23408886	778006163	0	Top
628538	672611261	Ronnie_Lott	0	628252	776306880	0	Top
8457841	537169840	Sid_Luckman	0	288121	773686133	0	Top
6759715	775444009	Link_Lyman	0	3185450	774922719	0	Top
10826849	748882086	John_Lynch_(American_football)	0	3717497	778491920	0	Top
9147365	667373239	Tom_Mack	0	1915180	774793834	0	Top
6451764	553248829	John_Mackey_(American_football)	0	1851662	777424761	0	Top
351492	693610768	John_Madden	0	12287479	777874800	0	Top
3485883	777386392	Peyton_Manning	0	429833	777386382	0	Top
10603451	743730237	Tim_Mara	0	4484375	775307897	0	Top
6961736	736783232	Wellington_Mara	0	1497643	768819187	0	Top
5249384	665064859	Gino_Marchetti	0	1497681	771653943	0	Top
2379772	767141340	Dan_Marino	0	11983460	776378745	0	Top
11880921	721354897	George_Preston_Marshall	0	394816	768818609	0	Top
3930927	736644514	Curtis_Martin	0	793335	777528459	0	Top
8533202	734093437	Ollie_Matson	0	2664077	768818862	0	Top
6348043	746085329	Bruce_Matthews_(American_football)	0	5838930	776851947	0	Top
6314483	765638820	Don_Maynard	0	397814	764134965	0	Top
6418514	748759701	George_McAfee	0	1569239	767749939	0	Top
6497011	581826320	Mike_McCormack_(American_football)	0	4004224	768818842	0	Top
9134476	752602535	Randall_McDaniel	0	4176735	774406410	0	Top
6371193	622703202	Tommy_McDonald_(American_football)	0	2317530	771152858	0	Top
6431448	752977398	Hugh_McElhenny	0	2771173	778503862	0	Top
5831663	670908656	John_McNally_(American_football)	0	2601942	777344894	0	Top
328036	718830360	Miami_Dolphins	0	19190	777563347	0	Top
6782316	775761701	Mike_Michalske	0	2840975	778081791	0	Top
8533684	669745370	Wayne_Millner	0	4564427	758165124	0	Top
1558896	765466178	Minnesota_Vikings	0	20134	778544685	0	Top
6344058	684119148	Bobby_Mitchell	0	1469138	777646207	0	Top
6568214	686473454	Ron_Mix	0	468125	777840700	0	Top
4029598	744990312	Art_Monk	0	957869	777217939	0	Top
3433793	776819580	Joe_Montana	0	295701	778084144	0	Top
2738528	717891946	Warren_Moon	0	190199	775557226	0	Top
6471194	685459587	Lenny_Moore	0	1467896	776719619	0	Top
2008118	764038043	Randy_Moss	0	449268	778336671	0	Top
5694030	663129186	Marion_Motley	0	1494037	777387103	0	Top
6497075	562044024	Mike_Munchak	0	1465599	761639300	0	Top
3185567	759871240	Anthony_Muñoz	0	1286381	777375080	0	Top
10495020	690257848	George_Musso	0	3601873	774452772	0	Top
8457542	759773966	Bronko_Nagurski	0	87070	778438303	0	Top
1462580	711505513	Joe_Namath	0	285712	776820569	0	Top
21841	777216287	National_Football_League	0	21211	778409103	0	Top
15039619	774226161	Greasy_Neale	0	2547518	778378668	0	Top
6733917	777072018	Ernie_Nevers	0	764032	777072162	0	Top
238600	776269547	New_England_Patriots	0	21719	777211595	0	Top
1873276	726745608	New_Orleans_Saints	0	21720	777324699	0	Top
1931567	756035282	New_York_Giants	0	21757	777675348	0	Top
2174972	775295284	New_York_Jets	0	21721	778374772	0	Top
6510546	662639668	Ozzie_Newsome	0	1465587	777981253	0	Top
7170949	759877297	Ray_Nitschke	0	1333236	773975951	0	Top
3971395	625600870	Chuck_Noll	0	762317	774529957	0	Top
8457412	676528159	Leo_Nomellini	0	1486915	770388363	0	Top
880818	775430209	Oakland_Raiders	0	22312	778425224	0	Top
6453991	777394609	Jonathan_Ogden	0	960886	777394605	0	Top
6488939	765657194	Merlin_Olsen	0	1465578	775969263	0	Top
2309349	676088221	Jim_Otto	0	852869	775088592	0	Top
5772417	647492547	Steve_Owen_(American_football)	0	4663201	772332200	0	Top
1368205	772833330	Terrell_Owens	0	428819	778202311	0	Top
6509862	662607829	Orlando_Pace	0	1438112	775304117	0	Top
6288477	689372656	Alan_Page	0	272866	775714388	0	Top
3335524	768418438	Bill_Parcells	0	305029	778382629	0	Top
6361703	728233592	Ace_Parker	0	2485496	755385467	0	Top
15008938	776689394	Jim_Parker_(American_football)	0	6057870	776689392	0	Top
2687434	737126716	Walter_Payton	0	5069759	778370057	0	Top
6448768	752467955	Joe_Perry_(American_football)	0	1780768	776822994	0	Top
760948	777981561	Philadelphia_Eagles	0	23339	777981071	0	Top
6534500	731109640	Pete_Pihos	0	1780668	778510548	0	Top
1353080	773891770	Pittsburgh_Steelers	0	23338	777219639	0	Top
3777036	664875480	Troy_Polamalu	0	1249062	778256215	0	Top
11701303	711268596	Fritz_Pollard	0	207167	762493840	0	Top
6373359	682192861	John_Randle	0	901243	778094348	0	Top
10598547	752849067	Shorty_Ray	0	6693264	776835246	0	Top
6400148	734235708	Ed_Reed	0	960892	776714081	0	Top
10595210	693936775	Dan_Reeves_(American_football_executive)	0	3686442	772561906	0	Top
6379822	672753216	Mel_Renfro	0	1012320	775729506	0	Top
1802253	776529887	Jerry_Rice	0	402607	778353766	0	Top
6471696	734328408	Les_Richter	0	1346801	762457365	0	Top
6452322	774211176	John_Riggins	0	1326412	777773904	0	Top
10271083	512803639	Jim_Ringo	0	2841196	770360048	0	Top
6245175	674426691	Willie_Roaf	0	1975863	767021218	0	Top
6295975	731804029	Andy_Robustelli	0	3876752	763792543	0	Top
3978116	738351175	Art_Rooney	0	660289	777217962	0	Top
6377710	775295195	Dan_Rooney	0	1196269	776882779	0	Top
3340572	703967663	Pete_Rozelle	0	272719	768818944	0	Top
7317102	646599182	Ed_Sabol	0	7315200	770539089	0	Top
1018418	758101294	San_Francisco_49ers	0	27169	777943978	0	Top
179387	759746125	Barry_Sanders	0	179348	778255386	0	Top
6681969	692507802	Charlie_Sanders	0	6659539	768020096	0	Top
2605783	744937563	Deion_Sanders	0	901141	778103411	0	Top
6665841	757175169	Warren_Sapp	0	538870	778319664	0	Top
2738028	768335770	Gale_Sayers	0	1160467	777392029	0	Top
6596664	776826916	Joe_Schmidt	0	1821060	776826913	0	Top
269216	512383432	Tex_Schramm	0	268940	768819095	0	Top
2174981	747014350	Seattle_Seahawks	0	28390	777093806	0	Top
5543872	777838799	Junior_Seau	0	901032	777838792	0	Top
1605905	698810155	Lee_Roy_Selmon	0	870798	764325423	0	Top
6557608	724013914	Richard_Seymour	0	986926	764494986	0	Top
1393277	739171646	Shannon_Sharpe	0	883018	775485031	0	Top
6315826	688344453	Art_Shell	0	1249454	764969560	0	Top
6668147	589244473	Will_Shields	0	1978251	775309864	0	Top
5780314	754939502	Don_Shula	0	638055	776683582	0	Top
190762	777497590	O._J._Simpson	0	8955445	777497579	0	Top
6380294	749068638	Mike_Singletary	0	1326423	773494847	0	Top
6435638	662906529	Jackie_Slater	0	5847087	769511834	0	Top
6151517	750787107	Bruce_Smith_(defensive_end)	0	540919	769739139	0	Top
2113975	756392543	Emmitt_Smith	0	154857	778200505	0	Top
6371623	609729371	Jackie_Smith	0	1127599	775724564	0	Top
6332573	738444193	Bob_St._Clair	0	426198	755033269	0	Top
6452544	777229855	John_Stallworth	0	1326417	778403188	0	Top
3389668	724354197	Bart_Starr	0	788823	777078254	0	Top
495780	740973003	Roger_Staubach	0	495038	777018780	0	Top
4148314	548373610	Ernie_Stautner	0	2487040	778060424	0	Top
2738044	724354171	Jan_Stenerud	0	887982	777218692	0	Top
3961623	734328504	Dwight_Stephenson	0	1294916	777046531	0	Top
6380018	704505369	Michael_Strahan	0	1278218	775019242	0	Top
5780673	704053328	Hank_Stram	0	330259	774841503	0	Top
9220894	704429491	Ken_Strong	0	15595448	774363104	0	Top
8615390	585866298	Joe_Stydahar	0	3768910	765523281	0	Top
247549	764366662	Super_Bowl	0	27718	778399384	0	Top
37416761	775333560	Super_Bowl_LI	0	37412403	777660138	0	Top
3709878	683902114	Lynn_Swann	0	827782	776696513	0	Top
2174991	693897046	Tampa_Bay_Buccaneers	0	30837	775307422	0	Top
2738014	732941536	Fran_Tarkenton	0	272705	774841444	0	Top
6354796	766466511	Charley_Taylor	0	2529847	775633359	0	Top
6441475	758394821	Jason_Taylor_(American_football)	0	2920724	777094591	0	Top
6447349	758180129	Jim_Taylor_(American_football)	0	1564989	776697786	0	Top
2803033	777388519	Lawrence_Taylor	0	448584	777388512	0	Top
2174993	476700347	Tennessee_Titans	0	30839	777759077	0	Top
10493012	771290143	Derrick_Thomas	0	882920	776206821	0	Top
6407508	723876169	Emmitt_Thomas	0	2848831	775539050	0	Top
5263838	666794755	Thurman_Thomas	0	1176621	777740750	0	Top
570850	776773284	Jim_Thorpe	0	53869	777761420	0	Top
6495973	745518430	Mick_Tingelhoff	0	1495786	777219425	0	Top
6294467	717705843	Andre_Tippett	0	1306274	775714726	0	Top
2772136	750399396	Y.A._Tittle	0	1465770	777388838	0	Top
10597232	758004150	George_Trafton	0	3768865	764828243	0	Top
4765072	775437996	Charley_Trippi	0	2130947	775410477	0	Top
10587021	746876919	Emlen_Tunnell	0	2840832	773693401	0	Top
6283969	750564148	Bulldog_Turner	0	1339477	765575589	0	Top
87708	777297200	Johnny_Unitas	0	15644	777650360	0	Top
6317294	759872522	Gene_Upshaw	0	1467943	770363464	0	Top
2415059	777389162	Brian_Urlacher	0	1243141	778250454	0	Top
7827865	736381975	Norm_Van_Brocklin	0	751354	771951572	0	Top
6066402	758768242	Steve_Van_Buren	0	1214092	778511739	0	Top
6314374	740973621	Doak_Walker	0	1467908	765610422	0	Top
6526341	682705906	Paul_Warfield	0	1299697	777986664	0	Top
497673	749151456	Washington_Redskins	0	33673	778155533	0	Top
9880966	777071500	Bob_Waterfield	0	1911579	777123134	0	Top
8451309	774468163	Mike_Webster	0	1447402	778403105	0	Top
6567127	773236779	Roger_Wehrli	0	4141437	778254836	0	Top
5832312	771448656	Arnie_Weinmeister	0	2833355	771455925	0	Top
4141149	767469097	Randy_White_(American_football)	0	113359	777211480	0	Top
1328845	776382902	Reggie_White	0	540996	778078332	0	Top
6381671	760143455	Dave_Wilcox	0	3892830	755047966	0	Top
6286531	742647900	Aeneas_Williams	0	882837	775145573	0	Top
6323394	712112153	Bill_Willis	0	1299707	777390463	0	Top
6521222	707645830	Patrick_Willis	0	4986761	777254594	0	Top
6469427	562043209	Larry_Wilson_(American_football)	0	1513230	772342226	0	Top
6541863	686311834	Ralph_Wilson	0	343209	774343263	0	Top
2738110	662569758	Kellen_Winslow	0	1163293	768997860	0	Top
6287834	758770419	Al_Wistert	0	5313814	777390477	0	Top
5957360	776250356	Jason_Witten	0	1266254	778288308	0	Top
4764936	706042134	Alex_Wojciechowicz	0	1494022	769309919	0	Top
4764929	683574440	Willie_Wood_(American_football)	0	1926819	777030358	0	Top
6052610	750538896	Charles_Woodson	0	644559	778426269	0	Top
1127836	666343652	Rod_Woodson	0	522648	777618069	0	Top
6383124	476716920	Rayfield_Wright	0	3423583	771365012	0	Top
4764916	684094585	Ron_Yary	0	273704	764269025	0	Top
306356	688022099	Steve_Young	0	296565	777198244	0	Top
3698654	777390561	Jack_Youngblood	0	1467928	777744717	0	Top
6417156	672626483	Gary_Zimmerman	0	2120523	773327398	0	Top
19222914	756707597	List_of_current_National_Football_League_broadcasters	0	12412159	777568784	0	High
6346468	758769873	Brian_Dawkins	0	1250495	770327163	0	High
6347199	748464272	Brian_Westbrook	0	1250469	778372243	0	High
34361483	773645681	History_of_the_NFL_Commissioner	0	25991312	777763589	0	High
2176133	749054547	Super_Bowl_XLIII	0	1263005	776903424	0	High
2176134	591146095	Super_Bowl_XLIV	0	1406500	774171727	0	High
8829944	753423801	Darrelle_Revis	0	8003211	778270226	0	High
8936020	491086953	2007_NFL_season	0	4040359	764472199	0	High
14863777	757963788	2008_NFL_season	0	11668399	776709346	0	High
2892503	646564579	2004_NFL_season	0	2296131	756231381	0	High
3402312	763896249	Adrian_Peterson	0	19156186	778256103	0	High
30128174	740660107	2011_NFL_season	0	25577385	768603166	0	High
1584869	760282715	NFL_playoffs	0	1478772	770950480	0	High
1468050	713537487	Super_Bowl_XL	0	685028	777035324	0	High
6285701	688977679	Dan_Reeves	0	1331635	776722042	0	High
6445559	737774122	Jerry_Richardson	0	1884127	776530082	0	High
880451	771543488	Byron_White	0	49248	778284761	0	High
1327828	749028989	Shaun_Alexander	0	1164815	778255733	0	High
6484112	717826594	Marty_Schottenheimer	0	1393769	775729217	0	High
16526665	704499888	Super_Bowl_XLII	0	1259428	777777892	0	High
2176109	760596405	Super_Bowl_XXXIII	0	29158	776929342	0	High
10756808	491086507	1923_NFL_season	0	2487165	672479067	0	High
10756810	491086517	1924_NFL_season	0	2487295	672478993	0	High
2550558	776066295	Pro_Football_Hall_of_Fame	0	272590	776544266	0	High
685012	724011782	Super_Bowl_XXXIX	0	685010	777752394	0	High
12299495	724019737	Billy_Sullivan_(American_football)	0	12299482	765443441	0	High
6448891	748760221	Joe_Theismann	0	1061150	775116536	0	High
10756811	491086541	1925_NFL_season	0	2500245	736980316	0	High
10756814	491086562	1926_NFL_season	0	2500328	678839244	0	High
6590834	706380499	Calvin_Johnson	0	11061916	778417072	0	High
12453159	777386151	Jake_Long	0	2423186	777386148	0	High
7340486	759019662	Super_Bowl_XLVI	0	3853051	776918839	0	High
6897516	717816048	Leonard_Marshall	0	4471598	775300529	0	High
2176132	749045324	Super_Bowl_XLI	0	1227585	777036208	0	High
6388335	777384479	Devin_Hester	0	4131659	778014508	0	High
9732335	727130486	William_Fuller_(American_football)	0	9732328	768815528	0	High
5780607	776922694	Clark_Shaughnessy	0	4946878	778350649	0	High
6372110	512675846	Jason_Peters	0	2638064	775295816	0	High
10624532	491317260	1945_NFL_Championship_Game	0	3477679	772055853	0	High
10625458	694265983	National_Football_League_regular_season	0	7990664	778376045	0	High
2176051	724354146	Super_Bowl_II	0	29129	776920451	0	High
2176053	764309609	Super_Bowl_III	0	28975	776906173	0	High
2176072	475967586	Super_Bowl_XIII	0	29139	776901289	0	High
1833423	475967614	Super_Bowl_XIV	0	29140	776903763	0	High
2176080	703118521	Super_Bowl_XIX	0	29145	776929761	0	High
7340482	723872412	Super_Bowl_XLV	0	2401717	777036528	0	High
1440328	588405541	Super_Bowl_XVI	0	29142	776924323	0	High
2176079	747028932	Super_Bowl_XVIII	0	29144	776924611	0	High
2176081	724011890	Super_Bowl_XX	0	28976	777158983	0	High
2176089	678144110	Super_Bowl_XXIII	0	29148	776912978	0	High
2176090	475968049	Super_Bowl_XXIV	0	29149	776925668	0	High
2176101	526065822	Super_Bowl_XXIX	0	29154	776928242	0	High
2176097	576184782	Super_Bowl_XXVIII	0	29153	776927804	0	High
2176107	724011916	Super_Bowl_XXXI	0	29156	776928901	0	High
1930942	707214281	Super_Bowl_XXXIV	0	29159	776908016	0	High
1086811	759934651	Super_Bowl_XXXVI	0	29564	776908468	0	High
435037	724011769	Super_Bowl_XXXVIII	0	427707	777152607	0	High
7370266	670913408	National_Football_League_Players_Association	0	659016	772169860	0	High
2296148	475972155	2005_NFL_season	0	2296132	758499434	0	High
10899607	475988829	1970–71_NFL_playoffs	0	1693866	777047793	0	High
10899602	475988881	1971–72_NFL_playoffs	0	1702999	777048207	0	High
